Name, BaseDamage, BaseDamageType, AreaDamageType, DetDamageType, ShieldDamageType, LargeGridModifier, SmallGridModifier, ArmorModifier, LightArmorModifier, HeavyArmorModifier, NonArmorModifier, ShieldsModifier, ShieldBypass, FragmentName, FragmentQuanty, FragmentDegrees, BBHRadius, BBHDamage, BBHDepth, BBHMaxAbsorb, BBHFalloff, EOLRadius, EOLDamage, EOLDepth, EOLMaxAbsorb, EOLFalloff, AccelPerSec, MaxSpeed, MaxTrajectory, MaxLifeTime
Nyx Phase Missile, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 3, 1, -1, Nyx Phase Missile Launched, 1, 5, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 100, 100, 8000, 150
Nyx Phase Missile Launched, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 3, 2, 1, , 0, 0, 0, 0, 0, 0, NoFallOff, 3, 5000, 1, 0, Linear, 200, 400, 8000, 6000
400nm Pulse Laser, 90, Energy, Energy, Energy, Energy, 0.75, -1, 0.5, -1, -1, -1, 10, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 3000, 0
AP, 7500, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, -1, 0.5, -1, 0.75, 1.5, -1, MXA_CoilgunH_APFuse, 1, 0, 1.5, 150, 1, 0, Curve, 0, 0, 0, 0, NoFallOff, 0, 1080, 8500, 0
MXA_CoilgunH_APFuse, 3000, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, -1, 0.5, -1, 0.75, 1.5, -1, MXA_CoilgunH_Shrapnel, 50, 120, 1.5, 150, 1, 0, Curve, 0, 0, 0, 0, Curve, 0, 10, 3.5, 600
MXA_CoilgunH_Shrapnel, 125, Kinetic, Kinetic, Energy, Kinetic, -1, -1, 0.5, -1, -1, 2, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 400, 30, 0
HE, 250, Kinetic, Kinetic, Energy, 2, -1, 0.3, -1, -1, 0.4, -1, 2.5, -1, MXA_CoilgunH_Shrapnel, 80, 360, 0, 0, 0, 0, NoFallOff, 3.5, 2000, 0, 0, Curve, 0, 980, 8500, 600
Guided, 9, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, 1.25, -1, -1, 0.75, 0.6, -1, MXA_CoilgunH_GAmmo, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1080, 8000, 6
MXA_CoilgunH_GAmmo, 6000, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, -1, 0.5, -1, 0.75, 1.9, -1, MXA_CoilgunH_Shrapnel, 50, 270, 1.5, 150, 1, 0, Curve, 2.5, 650, 1.75, 0, Curve, 50, 1080, 8500, 600
AP, 500, Kinetic, Kinetic, Energy, Kinetic, -1, 0.33, 1.25, 0.5, -1, 0.75, 1, -1, MXA_CoilgunL_Shrapnel, 25, 100, 0.75, 75, 0.375, 0, Curve, 0, 0, 0, 0, NoFallOff, 0, 1100, 6000, 600
MXA_CoilgunL_Shrapnel, 75, Kinetic, Kinetic, Energy, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 40, 600
Flak, 10, Kinetic, Kinetic, Energy, Energy, 0, 0, -1, -1, -1, -1, 0, -1, MXA_CoilgunL_Flak, 1, 0, 0, 0, 0, 0, NoFallOff, 3, 0, 0, 0, Pooled, 0, 900, 5000, 600
MXA_CoilgunL_Flak, 10, Kinetic, Kinetic, Energy, Energy, -1, 0.33, -1, 0.5, -1, -1, 2.5, -1, MXA_CoilgunL_Shrapnel, 25, 360, 0, 0, 0, 0, NoFallOff, 3, 400, 0, 0, Curve, 0, 900, 1, 1
HE, 180, Kinetic, Kinetic, Energy, 2, 1, 0.66, -1, 0.5, -1, -1, -1, -1, None, 0, 0, 0.5, 50, 0.25, 0, Curve, 0, 0, 0, 0, NoFallOff, 0, 1200, 3000, 600
Prox, 75, Kinetic, Kinetic, Energy, 2, 1, 1.25, -1, -1, 0.4, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1200, 3000, 600
HE, 180, Kinetic, Kinetic, Energy, 2, 1, 0.66, -1, 0.5, -1, -1, -1, -1, None, 0, 0, 0.5, 50, 0.25, 0, Curve, 0, 0, 0, 0, NoFallOff, 0, 1200, 3000, 600
Prox, 75, Kinetic, Kinetic, Energy, 2, 1, 1.25, -1, -1, 0.4, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1200, 3000, 600
HE, 180, Kinetic, Kinetic, Energy, 2, 1, 0.66, -1, 0.5, -1, -1, -1, -1, None, 0, 0, 0.5, 50, 0.25, 0, Curve, 0, 0, 0, 0, NoFallOff, 0, 1200, 3000, 600
Prox, 75, Kinetic, Kinetic, Energy, 2, 1, 1.25, -1, -1, 0.4, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1200, 3000, 600
HE, 180, Kinetic, Kinetic, Energy, 2, 1, 0.66, -1, 0.5, -1, -1, -1, -1, None, 0, 0, 0.5, 50, 0.25, 0, Curve, 0, 0, 0, 0, NoFallOff, 0, 1200, 3000, 600
Prox, 75, Kinetic, Kinetic, Energy, 2, 1, 1.25, -1, -1, 0.4, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1200, 3000, 600
AP, 7500, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, -1, 0.5, -1, 0.75, 1.5, -1, MXA_BreakWater_APFuse, 1, 0, 2, 700, 1, 0, Curve, 0, 0, 0, 0, NoFallOff, 0, 1000, 10000, 0
MXA_BreakWater_APFuse, 10500, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, -1, 0.5, -1, 0.75, 1.5, -1, MXA_BreakWater_Shrapnel, 50, 120, 1, 150, 0.5, 0, Curve, 1, 150, 0.5, 0, Curve, 0, 10, 3.5, 600
MXA_BreakWater_Shrapnel, 375, Kinetic, Kinetic, Energy, Kinetic, -1, -1, 0.9, -1, -1, 2, 0.1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1500, 40, 0
HE, 500, Kinetic, Kinetic, Energy, 2, -1, 0.3, -1, -1, 0.4, -1, 2.5, -1, MXA_BreakWater_Shrapnel, 70, 360, 0, 0, 0, 0, NoFallOff, 5, 3600, 0, 0, Curve, 0, 940, 10000, 600
Guided, 18, Kinetic, Kinetic, Energy, 2, -1, 0.3, 1.25, -1, -1, 0.75, 0.6, -1, MXA_BreakWater_GAmmo, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1000, 10000, 6
MXA_BreakWater_GAmmo, 12000, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, -1, 0.5, -1, 0.75, 1.9, -1, MXA_BreakWater_Shrapnel, 50, 270, 1.5, 120, 0.75, 0, Curve, 3, 1200, 1, 0, Curve, 50, 1000, 10000, 900
MXA_Sabre_Coilgun_Ammo, 112.5, Kinetic, Kinetic, Energy, 2, 0.5, -1, -1, 0.5, -1, -1, -1, -1, MXA_Sabre_Coilgun_Shrapnel, 0, 360, 0, 0, 0, 0, NoFallOff, 0.5, 250, 0.25, 0, Curve, 0, 800, 1200, 0
MXA_Sabre_Coilgun_Shrapnel, 5, Kinetic, Kinetic, Energy, 2, 1, 1.5, -1, -1, 0.8, -1, 0.25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1500, 40, 0
MXA_Sabre_Coilgun_Ammo, 112.5, Kinetic, Kinetic, Energy, 2, 0.5, -1, -1, 0.5, -1, -1, -1, -1, MXA_Sabre_Coilgun_Shrapnel, 0, 360, 0, 0, 0, 0, NoFallOff, 0.5, 250, 0.25, 0, Curve, 0, 800, 1200, 0
MXA_Sabre_Coilgun_Shrapnel, 5, Kinetic, Kinetic, Energy, 2, 1, 1.5, -1, -1, 0.8, -1, 0.25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1500, 40, 0
AP, 700, Kinetic, Kinetic, Energy, Kinetic, -1, -1, 1.25, -1, -1, 0.75, 1.5, -1, MXA_SoFCoilgun_Shrapnel, 25, 100, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1025, 8000, 600
MXA_SoFCoilgun_Shrapnel, 75, Kinetic, Kinetic, Energy, Kinetic, -1, -1, 0.75, -1, -1, 2, 0.2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1500, 40, 600
HE, 7, Kinetic, Kinetic, Energy, 2, -1, 0.33, -1, -1, 0.4, -1, 2.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 3, 600, 2, 0, Linear, 0, 1000, 8000, 600
Low Power, 57000, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, 0.5, -1, -1, -1, 4, -1, MXA_MACL_Shrapnel, 75, 270, 1.75, 5000, 1, 0, NoFalloff, 0, 0, 0, 0, NoFallOff, 0, 4100, 3000, 0
MXA_MACL_Shrapnel, 7500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 1.2, 0.1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 400, 0
High Power, 315, Kinetic, Kinetic, Energy, 2, -1, 0.3, -1, 0.5, -1, -1, 0, -1, MXA_MACL_Impact, 1, 0, 0, 0, 0, 0, NoFallOff, 5, 16500, 1, 0, Curve, 0, 0, 3000, 600
MXA_MACL_Impact, 315000, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, -1, 0.5, -1, -1, 5, -1, MXA_MACL_Shrapnel, 100, 150, 1.75, 5000, 1, 0, NoFalloff, 0, 0, 0, 0, NoFallOff, 0, 5000, 3000, 0
Low Power, 42750, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, 0.5, -1, -1, -1, 4, -1, MXA_MACL_S_Shrapnel, 75, 270, 1.29999995231628, 2500, 0.75, 0, NoFalloff, 0, 0, 0, 0, NoFallOff, 0, 4100, 3000, 0
MXA_MACL_S_Shrapnel, 3750, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 1.2, 0.1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 400, 0
High Power, 236, Kinetic, Kinetic, Energy, 2, -1, 0.3, 0.01, -1, -1, -1, 0, -1, MXA_MACL_S_HPAmmo, 1, 0, 0, 0, 0, 0, NoFallOff, 7.5, 16500, 3.75, 0, Curve, 0, 0, 3000, 600
MXA_MACL_S_HPAmmo, 236250, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, 0.5, -1, -1, -1, 5, -1, MXA_MACL_S_Shrapnel, 100, 270, 1.29999995231628, 3750, 1, 0, NoFalloff, 0, 0, 0, 0, NoFallOff, 0, 5000, 3000, 0
Low P, 400000, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, 0.25, -1, -1, -1, 3, -1, MXA_SMAC_Shrapnel, 75, 180, 3, 40000, 1.5, 0, Curve, 0, 0, 0, 0, NoFallOff, 0, 5000, 3000, 0
MXA_SMAC_Shrapnel, 16500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.5, 2, -1, 0.1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1500, 60, 0
MXA_SMAC_HPAmmo, 2800000, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, 0.25, -1, -1, -1, 4, -1, MXA_SMAC_Shrapnel, 100, 180, 4, 49500, 2, 0, Curve, 0, 0, 0, 0, NoFallOff, 0, 4100, 3000, 0
High Power, 2800, Kinetic, Kinetic, Energy, 2, -1, 0.3, -1, 0.3, -1, -1, 0, -1, MXA_SMAC_HPAmmo, 1, 0, 0, 0, 0, 0, NoFallOff, 7.5, 35000, 5, 0, Exponential, 0, 0, 3000, 600
Low Power, 42750, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, 0.5, -1, -1, -1, 4, -1, MXA_MACL_S_Shrapnel, 75, 270, 1.29999995231628, 2500, 0.75, 0, NoFalloff, 0, 0, 0, 0, NoFallOff, 0, 4100, 3000, 0
MXA_MACL_S_Shrapnel, 3750, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 1.2, 0.1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 400, 0
High Power, 236, Kinetic, Kinetic, Energy, 2, -1, 0.3, 0.01, -1, -1, -1, 0, -1, MXA_MACL_S_HPAmmo, 1, 0, 0, 0, 0, 0, NoFallOff, 7.5, 16500, 3.75, 0, Curve, 0, 0, 3000, 600
MXA_MACL_S_HPAmmo, 236250, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, 0.5, -1, -1, -1, 5, -1, MXA_MACL_S_Shrapnel, 100, 270, 1.29999995231628, 3750, 1, 0, NoFalloff, 0, 0, 0, 0, NoFallOff, 0, 5000, 3000, 0
Low Power, 25650, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, 0.5, -1, -1, -1, 4, -1, MXA_M2MAC_S_Shrapnel, 75, 270, 1.5, 2250, 0, 0, NoFalloff, 0, 0, 0, 0, NoFallOff, 0, 4100, 3000, 0
MXA_M2MAC_S_Shrapnel, 3375, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 1.2, 0.1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3000, 400, 0
High Power, 142, Kinetic, Kinetic, Energy, 2, -1, 0.3, 0.01, -1, -1, -1, 0, -1, MXA_M2MAC_S_HPAmmo, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 3000, 600
MXA_M2MAC_S_HPAmmo, 236250, Kinetic, Kinetic, Energy, Kinetic, -1, 0.3, 0.5, -1, -1, -1, 5, -1, MXA_M2MAC_S_Shrapnel, 100, 270, 1.25, 2250, 0.75, 0, NoFalloff, 0, 0, 0, 0, NoFallOff, 0, 5000, 3000, 0
Explosive, 1, Kinetic, Kinetic, Energy, 2, -1, 0.5, -1, -1, -1, -1, -1, -1, MXA_ArcherPods_AccelStage, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 25, 10000, 90
MXA_ArcherPods_AccelStage, 1, Kinetic, Kinetic, Energy, 2, -1, 0.5, -1, -1, -1, -1, -1, -1, MXA_ArcherPods_Stage, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 500, 25, 10000, 60
MXA_ArcherPods_Stage, 1, Kinetic, Kinetic, Energy, 2, -1, 0.5, -1, 0.5, -1, 0.5, 2, -1, MXA_ArcherPods_Shrapnel, 0, 270, 0, 0, 0, 0, NoFallOff, 6, 3200, 3, 0, Curve, 25, 275, 11000, 3600
MXA_ArcherPods_Shrapnel, 10, Kinetic, Kinetic, Energy, Kinetic, -1, -1, -1, -1, 1.5, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 5, 0
Kinetic, 1, Kinetic, Kinetic, Energy, 2, -1, 0.5, -1, -1, -1, -1, -1, -1, MXA_ArcherPods_KineticAccelStage, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 25, 10000, 90
MXA_ArcherPods_KineticAccelStage, 1, Kinetic, Kinetic, Energy, 2, -1, 0.5, -1, -1, -1, -1, -1, -1, MXA_ArcherPods_KineticStage, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 500, 25, 10000, 60
MXA_ArcherPods_KineticStage, 4200, Kinetic, Kinetic, Energy, Kinetic, -1, 0.5, -1, 0.5, -1, -1, 1.5, -1, MXA_ArcherPods_KineticShrapnel, 20, 270, 0, 0, 0, 0, NoFallOff, 2, 200, 1, 0, Curve, 25, 275, 11000, 3600
MXA_ArcherPods_KineticShrapnel, 300, Kinetic, Kinetic, Energy, Kinetic, -1, -1, 0.5, 0.5, -1, 1.5, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 5, 0
Explosive, 1, Kinetic, Kinetic, Energy, Energy, -1, 0.5, -1, -1, -1, -1, 1, -1, MXA_M58ArcherPods_AccelStage, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 30, 10000, 90
MXA_M58ArcherPods_AccelStage, 1, Kinetic, Kinetic, Energy, Energy, -1, -1, -1, -1, -1, -1, -1, -1, MXA_M58ArcherPods_Stage, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 500, 30, 10000, 60
MXA_M58ArcherPods_Stage, 1, Kinetic, Kinetic, Energy, Energy, -1, 0.33, -1, 0.5, -1, 0.5, -1, -1, MXA_M58ArcherPods_Shrapnel, 0, 270, 0, 0, 0, 0, NoFallOff, 5, 1200, 1, 0, Curve, 30, 300, 10000, 3600
MXA_M58ArcherPods_Shrapnel, 5, Kinetic, Kinetic, Energy, Energy, -1, 0.33, -1, 0.5, -1, 0.5, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 400, 5, 0
Kinetic, 1, Kinetic, Kinetic, Energy, Energy, -1, 0.5, -1, -1, -1, -1, -1, -1, MXA_M58ArcherPods_KineticAccelStage, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 30, 10000, 90
MXA_M58ArcherPods_KineticAccelStage, 1, Kinetic, Kinetic, Energy, Energy, -1, 0.5, -1, -1, -1, -1, -1, -1, MXA_M58ArcherPods_KineticStage, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 500, 30, 10000, 60
MXA_M58ArcherPods_KineticStage, 1400, Kinetic, Kinetic, Energy, Energy, -1, 0.33, -1, 0.5, 1.5, -1, -1, -1, MXA_M58ArcherPods_KineticShrapnel, 10, 270, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 30, 300, 10000, 3600
MXA_M58ArcherPods_KineticShrapnel, 100, Kinetic, Kinetic, Energy, Energy, -1, 0.33, -1, 0.5, -1, 1.5, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 5, 0
Explosive, 1, Kinetic, Kinetic, Energy, Energy, -1, 0.5, -1, 0.75, 1.5, -1, -1, -1, MXA_M58ArcherPods_S_AccelStage, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 35, 8000, 90
MXA_M58ArcherPods_S_AccelStage, 1, Kinetic, Kinetic, Energy, Energy, -1, 0.5, -1, 0.75, 1.5, -1, -1, -1, MXA_M58ArcherPods_S_Stage, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 500, 35, 8000, 60
MXA_M58ArcherPods_S_Stage, 1, Kinetic, Kinetic, Energy, Energy, -1, 0.5, -1, 0.5, -1, 0.5, 2, -1, MXA_M58ArcherPods_S_Shrapnel, 0, 270, 0, 0, 0, 0, NoFallOff, 3, 700, 2, 0, Curve, 35, 350, 8000, 3600
MXA_M58ArcherPods_S_Shrapnel, 2.5, Kinetic, Kinetic, Energy, Energy, -1, 0.33, -1, 0.5, -1, 0.5, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 5, 0
Kinetic, 1, Kinetic, Kinetic, Energy, Energy, -1, 0.5, -1, 0.75, 1.5, -1, -1, -1, MXA_M58ArcherPods_S_KineticAccelStage, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 35, 8000, 90
MXA_M58ArcherPods_S_KineticAccelStage, 1, Kinetic, Kinetic, Energy, Energy, -1, 0.5, -1, 0.75, 1.5, -1, -1, -1, MXA_M58ArcherPods_S_KineticStage, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 500, 35, 8000, 60
MXA_M58ArcherPods_S_KineticStage, 800, Kinetic, Kinetic, Energy, Energy, -1, 0.5, -1, 0.5, -1, -1, 1.5, -1, MXA_M58ArcherPods_S_KineticShrapnel, 10, 270, 0, 0, 0, 0, NoFallOff, 1, 70, 0.25, 0, Curve, 35, 350, 8000, 3600
MXA_M58ArcherPods_S_KineticShrapnel, 25, Kinetic, Kinetic, Energy, Energy, -1, 0.33, 0.5, 0.5, -1, 1.5, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 5, 0
MXA_Shiva_Ammo, 10, Kinetic, Kinetic, Energy, Energy, -1, 0.5, -1, -1, -1, -1, 1, -1, MXA_Shiva_AmmoE, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 25, 12500, 60
MXA_Shiva_EMPStage, 1, Kinetic, Energy, Energy, Energy, -1, 0.3, -1, -1, -1, 10, 0.75, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 10, 1, 30
MXA_Shiva_AmmoE, 1, Kinetic, Kinetic, Energy, Energy, -1, 0.33, -1, 0.33, -1, 0.5, -1, -1, MXA_Shiva_EMPStage, 1, 0, 0, 0, 0, 0, NoFallOff, 50, 825000, 0, 0, Pooled, 25, 300, 12500, 3600
Fixed, 1, Kinetic, Kinetic, Energy, 2, -1, -1, -1, -1, -1, -1, -1, -1, MXA_Moray_Mine, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 5, 20, 0
MXA_Moray_Mine, 1, Kinetic, Kinetic, Energy, 2, -1, -1, -1, -1, -1, -1, -1, -1, MXA_Moray_Shrapnel, 100, 360, 0, 0, 0, 0, NoFallOff, 8, 7500, 0, 0, Curve, 1, 0, 0, 0
Smart, 1, Kinetic, Kinetic, Energy, 2, -1, -1, -1, -1, -1, -1, -1, -1, MXA_Moray_SMine, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 5, 20, 0
MXA_Moray_SMine, 1, Kinetic, Kinetic, Energy, 2, -1, 0.3, -1, 0.5, -1, -1, -1, -1, MXA_Moray_Shrapnel, 100, 360, 0, 0, 0, 0, NoFallOff, 8, 7500, 0, 0, Curve, 7.5, 50, 0, 0
MXA_Moray_Shrapnel, 500, Kinetic, Kinetic, Energy, Kinetic, -1, 0.33, -1, 0.5, -1, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1000, 40, 0
25mm NATO, 150, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.9, 0.4, -1, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 1500, 300
25mm NATO, 150, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.9, 0.4, -1, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 1500, 300
25mm NATO, 150, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.9, 0.4, -1, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 1500, 300
25mm NATO, 150, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.9, 0.4, -1, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 1500, 300
200mm Missile, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.9, 0.7, 1.2, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 500, 1, 0, Linear, 200, 200, 2500, 1200
200mm Missile, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.9, 0.7, 1.2, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 500, 1, 0, Linear, 200, 200, 2500, 1200
200mm Missile, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.9, 0.7, 1.2, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 500, 1, 0, Linear, 200, 200, 2500, 1200
200mm Missile, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.9, 0.7, 1.2, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 500, 1, 0, Linear, 200, 200, 2500, 1200
200mm Missile, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.9, 0.7, 1.2, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 500, 1, 0, Linear, 200, 200, 2500, 1200
200mm Missile, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.9, 0.7, 1.2, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 500, 1, 0, Linear, 200, 200, 2500, 1200
MR-50A, 30, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.3, 0.1, -1, 0.2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 600, 400, 100
5.56x45mm, 30, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.3, 0.1, -1, 0.2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 600, 400, 100
Autocannon Shell, 500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, 0.6, -1, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 600, 2500, 420
Autocannon Shell, 500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, 0.6, -1, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 600, 2500, 420
Assault Cannon Shell, 4000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 3, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 600, 3000, 480
Assault Cannon Shell, 4000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 3, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 600, 3000, 480
Assault Cannon Shell, 4000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 3, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 600, 3000, 480
Artillery Shell, 17000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 4, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 500, 3500, 600
